world,node,child,value,dv_0.0,dv_0.01,dv_0.02,dv_0.03,dv_0.04,dv_0.05,dv_0.06,dv_0.07,dv_0.08,dv_0.09,dv_0.1,dv_0.11,dv_0.12,dv_0.13,dv_0.14,dv_0.15,dv_0.16,dv_0.17,dv_0.18,dv_0.19,dv_0.2,dv_0.21,dv_0.22,dv_0.23,dv_0.24,dv_0.25,dv_0.26,dv_0.27,dv_0.28,dv_0.29,dv_0.3,dv_0.31,dv_0.32,dv_0.33,dv_0.34,dv_0.35,dv_0.36,dv_0.37,dv_0.38,dv_0.39,dv_0.4,dv_0.41,dv_0.42,dv_0.43,dv_0.44,dv_0.45,dv_0.46,dv_0.47,dv_0.48,dv_0.49,dv_0.5,dv_0.51,dv_0.52,dv_0.53,dv_0.54,dv_0.55,dv_0.56,dv_0.57,dv_0.58,dv_0.59,dv_0.6,dv_0.61,dv_0.62,dv_0.63,dv_0.64,dv_0.65,dv_0.66,dv_0.67,dv_0.68,dv_0.69,dv_0.7,dv_0.71,dv_0.72,dv_0.73,dv_0.74,dv_0.75,dv_0.76,dv_0.77,dv_0.78,dv_0.79,dv_0.8,dv_0.81,dv_0.82,dv_0.83,dv_0.84,dv_0.85,dv_0.86,dv_0.87,dv_0.88,dv_0.89,dv_0.9,dv_0.91,dv_0.92,dv_0.93,dv_0.94,dv_0.95,dv_0.96,dv_0.97,dv_0.98,dv_0.99
lab,N63617,N5745806,22.9,1.1,1.133,1.167,1.201,1.235,1.27,1.306,1.342,1.379,1.416,1.455,1.494,1.534,1.575,1.617,1.66,1.705,1.751,1.798,1.846,1.896,1.948,2.001,2.056,2.114,2.173,2.234,2.297,2.363,2.432,2.503,2.576,2.653,2.732,2.815,2.9,2.99,3.082,3.178,3.279,3.383,3.491,3.603,3.72,3.841,3.967,4.098,4.234,4.376,4.523,4.675,4.833,4.997,5.168,5.344,5.528,5.718,5.914,6.119,6.33,6.549,6.776,7.011,7.254,7.505,7.765,8.034,8.312,8.6,8.897,9.204,9.521,9.848,10.186,10.535,10.895,11.266,11.648,12.043,12.45,12.869,13.301,13.746,14.204,14.675,15.16,15.66,16.174,16.672,17.17,17.68,18.203,18.738,19.286,19.848,20.366,20.855,21.352,21.859,22.375
lab,N63617,N242960,23.7,7.0,7.026,7.052,7.081,7.11,7.141,7.173,7.206,7.241,7.277,7.315,7.354,7.395,7.437,7.482,7.527,7.575,7.624,7.675,7.728,7.783,7.84,7.899,7.96,8.023,8.089,8.157,8.227,8.3,8.375,8.453,8.533,8.617,8.703,8.792,8.884,8.979,9.078,9.179,9.285,9.393,9.505,9.621,9.741,9.865,9.992,10.124,10.26,10.4,10.545,10.694,10.848,11.006,11.17,11.338,11.512,11.691,11.876,12.066,12.261,12.463,12.67,12.884,13.104,13.33,13.558,13.768,13.984,14.204,14.43,14.662,14.899,15.142,15.391,15.628,15.868,16.112,16.361,16.615,16.875,17.14,17.41,17.686,17.967,18.254,18.547,18.846,19.151,19.461,19.778,20.102,20.431,20.767,21.11,21.459,21.815,22.178,22.548,22.925,23.309
lab,N63617,N2927853,23.9,2.9,2.916,2.933,2.95,2.968,2.987,3.006,3.026,3.047,3.068,3.091,3.114,3.139,3.165,3.192,3.22,3.25,3.281,3.314,3.349,3.385,3.423,3.464,3.506,3.551,3.598,3.647,3.699,3.754,3.812,3.872,3.936,4.003,4.073,4.147,4.225,4.307,4.392,4.482,4.576,4.675,4.778,4.886,5.0,5.118,5.242,5.372,5.507,5.648,5.796,5.95,6.111,6.278,6.452,6.634,6.823,7.02,7.225,7.438,7.659,7.889,8.128,8.376,8.633,8.9,9.177,9.464,9.761,10.069,10.387,10.717,11.059,11.412,11.777,12.154,12.545,12.947,13.364,13.793,14.236,14.694,15.166,15.652,16.154,16.671,17.123,17.577,18.017,18.446,18.884,19.331,19.786,20.25,20.723,21.206,21.698,22.173,22.594,23.021,23.457
lab,N63617,N6241308,24.2,3.5,3.526,3.552,3.581,3.61,3.641,3.673,3.706,3.741,3.778,3.816,3.855,3.897,3.94,3.985,4.031,4.08,4.131,4.184,4.239,4.296,4.356,4.418,4.483,4.551,4.621,4.694,4.771,4.851,4.933,5.02,5.11,5.204,5.301,5.403,5.509,5.619,5.733,5.853,5.977,6.106,6.24,6.38,6.525,6.676,6.833,6.995,7.165,7.341,7.523,7.713,7.909,8.113,8.325,8.544,8.772,9.007,9.252,9.505,9.767,10.039,10.32,10.61,10.911,11.222,11.544,11.877,12.221,12.576,12.943,13.322,13.689,14.069,14.46,14.865,15.282,15.713,16.157,16.469,16.772,17.08,17.393,17.712,18.036,18.366,18.702,19.044,19.392,19.745,20.105,20.472,20.844,21.223,21.609,22.001,22.4,22.806,23.219,23.603,23.902
museum,N7239905,N8235434,22.9,2.7,2.744,2.79,2.839,2.889,2.942,2.997,3.054,3.113,3.175,3.24,3.306,3.375,3.447,3.521,3.598,3.677,3.759,3.843,3.93,4.02,4.113,4.208,4.306,4.407,4.511,4.618,4.727,4.84,4.956,5.075,5.196,5.321,5.449,5.58,5.715,5.852,5.993,6.138,6.285,6.436,6.59,6.748,6.909,7.074,7.242,7.414,7.589,7.768,7.951,8.137,8.328,8.522,8.719,8.921,9.126,9.335,9.549,9.766,9.987,10.212,10.441,10.675,10.912,11.154,11.399,11.649,11.904,12.162,12.425,12.692,12.964,13.24,13.521,13.806,14.095,14.389,14.688,14.991,15.299,15.612,15.929,16.251,16.578,16.91,17.247,17.588,17.935,18.286,18.642,19.004,19.37,19.741,20.118,20.5,20.887,21.279,21.676,22.079,22.487
museum,N7239905,N2769566,24.1,3.5,3.552,3.608,3.666,3.728,3.792,3.859,3.93,4.004,4.081,4.162,4.245,4.332,4.423,4.517,4.614,4.715,4.82,4.928,5.04,5.156,5.275,5.399,5.526,5.657,5.792,5.931,6.074,6.222,6.373,6.528,6.688,6.852,7.021,7.193,7.371,7.552,7.738,7.912,8.068,8.226,8.387,8.551,8.718,8.887,9.059,9.234,9.411,9.592,9.776,9.963,10.152,10.345,10.541,10.741,10.943,11.149,11.358,11.57,11.786,12.006,12.228,12.455,12.685,12.918,13.156,13.397,13.641,13.89,14.142,14.398,14.658,14.923,15.191,15.463,15.739,16.019,16.304,16.593,16.886,17.183,17.485,17.791,18.102,18.417,18.736,19.06,19.389,19.722,20.06,20.403,20.75,21.103,21.46,21.822,22.189,22.561,22.938,23.32,23.708
museum,N7239905,N1666022,24.9,8.0,8.044,8.088,8.134,8.181,8.23,8.279,8.33,8.383,8.437,8.492,8.549,8.607,8.668,8.729,8.793,8.858,8.925,8.994,9.064,9.137,9.211,9.288,9.366,9.447,9.53,9.615,9.702,9.791,9.883,9.977,10.073,10.172,10.273,10.377,10.483,10.592,10.704,10.818,10.935,11.054,11.177,11.302,11.43,11.562,11.696,11.833,11.973,12.116,12.263,12.412,12.565,12.722,12.881,13.044,13.21,13.38,13.553,13.729,13.91,14.094,14.281,14.472,14.667,14.866,15.069,15.275,15.485,15.7,15.918,16.14,16.367,16.597,16.832,17.071,17.314,17.562,17.813,18.07,18.33,18.595,18.865,19.139,19.418,19.701,19.989,20.282,20.579,20.882,21.189,21.501,21.818,22.14,22.467,22.799,23.136,23.478,23.826,24.179,24.537
garden,N8153414,N6330284,23.2,7.4,7.441,7.485,7.531,7.579,7.63,7.682,7.738,7.796,7.856,7.918,7.983,8.05,8.119,8.191,8.266,8.342,8.421,8.502,8.586,8.672,8.76,8.851,8.944,9.04,9.137,9.238,9.34,9.445,9.552,9.662,9.774,9.888,10.005,10.124,10.245,10.369,10.495,10.624,10.755,10.888,11.024,11.162,11.302,11.444,11.59,11.737,11.887,12.039,12.193,12.35,12.509,12.671,12.835,13.001,13.17,13.34,13.514,13.69,13.868,14.048,14.231,14.416,14.603,14.793,14.986,15.18,15.377,15.576,15.778,15.982,16.188,16.397,16.608,16.822,17.037,17.256,17.476,17.699,17.924,18.152,18.382,18.614,18.849,19.086,19.325,19.567,19.811,20.058,20.307,20.558,20.812,21.068,21.326,21.586,21.849,22.115,22.383,22.653,22.925
garden,N8153414,N6675860,26.0,8.6,8.715,8.83,8.947,9.066,9.185,9.306,9.427,9.55,9.675,9.8,9.927,10.054,10.183,10.314,10.445,10.578,10.711,10.846,10.983,11.12,11.259,11.398,11.539,11.682,11.825,11.97,12.115,12.262,12.411,12.56,12.711,12.862,13.015,13.17,13.325,13.482,13.639,13.798,13.959,14.12,14.283,14.446,14.611,14.778,14.945,15.114,15.283,15.454,15.627,15.8,15.975,16.15,16.327,16.506,16.685,16.866,17.047,17.23,17.415,17.6,17.787,17.974,18.163,18.354,18.545,18.738,18.931,19.126,19.323,19.52,19.719,19.918,20.119,20.322,20.525,20.73,20.935,21.142,21.351,21.56,21.771,21.982,22.195,22.41,22.625,22.842,23.059,23.278,23.499,23.72,23.943,24.166,24.391,24.618,24.845,25.074,25.303,25.534,25.767
ikea,N5268104,N386561,23.5,19.167,19.21,19.253,19.297,19.34,19.383,19.427,19.47,19.513,19.557,19.6,19.643,19.687,19.73,19.773,19.817,19.86,19.903,19.947,19.99,20.033,20.077,20.12,20.163,20.207,20.25,20.293,20.337,20.38,20.423,20.467,20.51,20.553,20.597,20.64,20.683,20.727,20.77,20.813,20.857,20.9,20.943,20.987,21.03,21.073,21.117,21.16,21.203,21.247,21.29,21.333,21.377,21.42,21.463,21.507,21.55,21.593,21.637,21.68,21.723,21.767,21.81,21.853,21.897,21.94,21.983,22.027,22.07,22.113,22.157,22.2,22.243,22.287,22.33,22.373,22.417,22.46,22.503,22.547,22.59,22.633,22.677,22.72,22.763,22.807,22.85,22.893,22.937,22.98,23.023,23.067,23.11,23.153,23.197,23.24,23.283,23.327,23.37,23.413,23.457
ikea,N5268104,N7542936,26.5,8.167,8.35,8.533,8.717,8.9,9.083,9.267,9.45,9.633,9.817,10.0,10.183,10.367,10.55,10.733,10.917,11.1,11.283,11.467,11.65,11.833,12.017,12.2,12.383,12.567,12.75,12.933,13.117,13.3,13.483,13.667,13.85,14.033,14.217,14.4,14.583,14.767,14.95,15.133,15.317,15.5,15.683,15.867,16.05,16.233,16.417,16.6,16.783,16.967,17.15,17.333,17.517,17.7,17.883,18.067,18.25,18.433,18.617,18.8,18.983,19.167,19.35,19.533,19.717,19.9,20.083,20.267,20.45,20.633,20.817,21.0,21.183,21.367,21.55,21.733,21.917,22.1,22.283,22.467,22.65,22.833,23.017,23.2,23.383,23.567,23.75,23.933,24.117,24.3,24.483,24.667,24.85,25.033,25.217,25.4,25.583,25.767,25.95,26.133,26.317
lab,N6747577,N7985505,23.5,2.5,2.569,2.638,2.709,2.78,2.852,2.925,3.0,3.076,3.152,3.231,3.31,3.391,3.473,3.557,3.643,3.73,3.819,3.91,4.003,4.097,4.194,4.293,4.393,4.496,4.602,4.709,4.819,4.931,5.046,5.163,5.284,5.406,5.532,5.66,5.791,5.925,6.062,6.202,6.346,6.492,6.642,6.795,6.951,7.111,7.274,7.441,7.612,7.786,7.964,8.146,8.332,8.521,8.715,8.913,9.114,9.321,9.531,9.745,9.965,10.188,10.416,10.649,10.886,11.128,11.374,11.626,11.882,12.144,12.41,12.682,12.958,13.24,13.527,13.819,14.117,14.42,14.729,15.044,15.364,15.689,16.021,16.358,16.701,17.051,17.406,17.767,18.135,18.508,18.888,19.275,19.667,20.066,20.472,20.884,21.303,21.729,22.161,22.601,23.047
lab,N6747577,N1618589,25.5,6.167,6.2,6.235,6.271,6.308,6.346,6.385,6.426,6.468,6.512,6.557,6.604,6.652,6.702,6.754,6.808,6.864,6.922,6.981,7.044,7.108,7.175,7.244,7.315,7.389,7.466,7.546,7.628,7.713,7.8,7.891,7.985,8.082,8.182,8.285,8.392,8.502,8.615,8.732,8.853,8.977,9.105,9.237,9.373,9.513,9.656,9.804,9.956,10.112,10.273,10.438,10.607,10.781,10.959,11.142,11.33,11.523,11.72,11.923,12.13,12.343,12.56,12.783,13.012,13.245,13.484,13.729,13.979,14.235,14.496,14.764,15.037,15.316,15.601,15.893,16.19,16.494,16.804,17.12,17.443,17.772,18.108,18.45,18.8,19.156,19.518,19.888,20.265,20.649,21.04,21.438,21.844,22.257,22.677,23.105,23.495,23.885,24.28,24.681,25.088
lab,N6747577,N7823548,27.833,7.167,7.216,7.268,7.322,7.379,7.438,7.499,7.563,7.63,7.699,7.771,7.845,7.923,8.003,8.085,8.171,8.259,8.35,8.444,8.541,8.641,8.744,8.85,8.96,9.072,9.188,9.306,9.428,9.553,9.682,9.814,9.949,10.088,10.23,10.375,10.524,10.677,10.833,10.993,11.157,11.324,11.495,11.67,11.848,12.031,12.217,12.407,12.602,12.8,13.002,13.208,13.419,13.633,13.852,14.075,14.302,14.533,14.769,15.009,15.254,15.503,15.756,16.014,16.276,16.543,16.815,17.091,17.372,17.658,17.948,18.243,18.543,18.848,19.157,19.434,19.706,19.982,20.261,20.545,20.833,21.124,21.419,21.719,22.022,22.33,22.641,22.957,23.277,23.601,23.929,24.262,24.599,24.941,25.286,25.637,25.991,26.351,26.714,27.083,27.456
lab,N5745806,N1113507,24.222,3.667,3.687,3.709,3.733,3.757,3.784,3.812,3.841,3.873,3.906,3.942,3.979,4.019,4.061,4.105,4.151,4.2,4.252,4.306,4.363,4.423,4.486,4.552,4.62,4.692,4.767,4.846,4.928,5.013,5.102,5.195,5.291,5.391,5.495,5.603,5.716,5.832,5.952,6.077,6.207,6.34,6.479,6.622,6.77,6.922,7.08,7.242,7.41,7.583,7.761,7.944,8.133,8.328,8.528,8.733,8.945,9.162,9.385,9.614,9.849,10.091,10.338,10.592,10.853,11.12,11.393,11.674,11.961,12.254,12.555,12.863,13.178,13.5,13.83,14.166,14.51,14.862,15.221,15.588,15.963,16.346,16.736,17.135,17.542,17.957,18.38,18.811,19.251,19.662,20.063,20.47,20.883,21.302,21.728,22.16,22.534,22.864,23.198,23.536,23.877
lab,N5745806,N9798875,24.222,8.667,8.72,8.774,8.83,8.887,8.945,9.005,9.067,9.13,9.194,9.26,9.328,9.397,9.468,9.54,9.614,9.69,9.768,9.847,9.928,10.011,10.095,10.181,10.27,10.36,10.451,10.545,10.641,10.738,10.838,10.938,11.039,11.143,11.248,11.356,11.466,11.579,11.694,11.811,11.931,12.053,12.178,12.306,12.437,12.57,12.706,12.845,12.987,13.128,13.271,13.417,13.565,13.715,13.868,14.023,14.181,14.341,14.504,14.669,14.837,15.008,15.181,15.357,15.536,15.717,15.901,16.088,16.277,16.47,16.665,16.863,17.064,17.267,17.474,17.683,17.896,18.111,18.33,18.551,18.775,19.003,19.233,19.467,19.703,19.943,20.186,20.432,20.681,20.934,21.19,21.449,21.711,21.976,22.245,22.518,22.793,23.072,23.354,23.64,23.93
lab,N5745806,N7444307,25.111,4.333,4.393,4.452,4.513,4.575,4.638,4.701,4.767,4.833,4.901,4.97,5.041,5.114,5.188,5.264,5.343,5.423,5.506,5.591,5.679,5.769,5.862,5.957,6.055,6.156,6.26,6.368,6.478,6.592,6.709,6.83,6.954,7.082,7.214,7.35,7.49,7.634,7.782,7.935,8.092,8.253,8.419,8.59,8.766,8.946,9.132,9.323,9.519,9.72,9.927,10.139,10.357,10.58,10.81,11.045,11.286,11.534,11.787,12.047,12.314,12.587,12.866,13.152,13.446,13.746,14.053,14.367,14.688,15.017,15.353,15.697,16.048,16.407,16.774,17.148,17.479,17.747,18.017,18.291,18.567,18.847,19.13,19.416,19.704,19.996,20.292,20.59,20.891,21.196,21.504,21.815,22.13,22.448,22.769,23.093,23.421,23.752,24.087,24.425,24.766
ikea,N5861572,N4207326,24.5,7.8,7.967,8.134,8.301,8.468,8.635,8.802,8.969,9.136,9.303,9.47,9.637,9.804,9.971,10.138,10.305,10.472,10.639,10.806,10.973,11.14,11.307,11.474,11.641,11.808,11.975,12.142,12.309,12.476,12.643,12.81,12.977,13.144,13.311,13.478,13.645,13.812,13.979,14.146,14.313,14.48,14.647,14.814,14.981,15.148,15.315,15.482,15.649,15.816,15.983,16.15,16.317,16.484,16.651,16.818,16.985,17.152,17.319,17.486,17.653,17.82,17.987,18.154,18.321,18.488,18.655,18.822,18.989,19.156,19.323,19.49,19.657,19.824,19.991,20.158,20.325,20.492,20.659,20.826,20.993,21.16,21.327,21.494,21.661,21.828,21.995,22.162,22.329,22.496,22.663,22.83,22.997,23.164,23.331,23.498,23.665,23.832,23.999,24.166,24.333
ikea,N5861572,N8432610,27.3,14.3,14.43,14.56,14.69,14.82,14.95,15.08,15.21,15.34,15.47,15.6,15.73,15.86,15.99,16.12,16.25,16.38,16.51,16.64,16.77,16.9,17.03,17.16,17.29,17.42,17.55,17.68,17.81,17.94,18.07,18.2,18.33,18.46,18.59,18.72,18.85,18.98,19.11,19.24,19.37,19.5,19.63,19.76,19.89,20.02,20.15,20.28,20.41,20.54,20.67,20.8,20.93,21.06,21.19,21.32,21.45,21.58,21.71,21.84,21.97,22.1,22.23,22.36,22.49,22.62,22.75,22.88,23.01,23.14,23.27,23.4,23.53,23.66,23.79,23.92,24.05,24.18,24.31,24.44,24.57,24.7,24.83,24.96,25.09,25.22,25.35,25.48,25.61,25.74,25.87,26.0,26.13,26.26,26.39,26.52,26.65,26.78,26.91,27.04,27.17
museum,N2723957,N7639406,24.5,10.75,10.887,11.025,11.162,11.3,11.438,11.575,11.713,11.85,11.988,12.125,12.262,12.4,12.537,12.675,12.812,12.95,13.088,13.225,13.363,13.5,13.637,13.775,13.912,14.05,14.188,14.325,14.463,14.6,14.738,14.875,15.012,15.15,15.288,15.425,15.562,15.7,15.838,15.975,16.113,16.25,16.387,16.525,16.663,16.8,16.938,17.075,17.212,17.35,17.488,17.625,17.762,17.9,18.038,18.175,18.312,18.45,18.587,18.725,18.862,19.0,19.137,19.275,19.413,19.55,19.688,19.825,19.962,20.1,20.237,20.375,20.512,20.65,20.788,20.925,21.062,21.2,21.337,21.475,21.613,21.75,21.888,22.025,22.163,22.3,22.438,22.575,22.712,22.85,22.988,23.125,23.263,23.4,23.538,23.675,23.812,23.95,24.087,24.225,24.363
museum,N2723957,N3515934,26.5,11.75,11.898,12.045,12.193,12.34,12.488,12.635,12.783,12.93,13.078,13.225,13.373,13.52,13.668,13.815,13.963,14.11,14.258,14.405,14.553,14.7,14.848,14.995,15.143,15.29,15.438,15.585,15.732,15.88,16.027,16.175,16.322,16.47,16.617,16.765,16.913,17.06,17.207,17.355,17.503,17.65,17.797,17.945,18.093,18.24,18.387,18.535,18.682,18.83,18.977,19.125,19.273,19.42,19.568,19.715,19.863,20.01,20.157,20.305,20.453,20.6,20.748,20.895,21.043,21.19,21.337,21.485,21.633,21.78,21.927,22.075,22.223,22.37,22.517,22.665,22.812,22.96,23.108,23.255,23.402,23.55,23.698,23.845,23.992,24.14,24.288,24.435,24.582,24.73,24.877,25.025,25.172,25.32,25.468,25.615,25.762,25.91,26.057,26.205,26.352
garden,N5359231,N1983367,24.714,5.286,5.316,5.35,5.387,5.427,5.471,5.518,5.568,5.622,5.679,5.74,5.804,5.871,5.942,6.016,6.094,6.174,6.259,6.346,6.437,6.531,6.629,6.73,6.835,6.942,7.054,7.168,7.286,7.407,7.532,7.66,7.791,7.926,8.064,8.206,8.351,8.499,8.651,8.806,8.964,9.126,9.291,9.459,9.631,9.806,9.985,10.167,10.352,10.541,10.733,10.929,11.127,11.33,11.535,11.744,11.956,12.172,12.391,12.614,12.839,13.069,13.301,13.537,13.776,14.019,14.265,14.514,14.767,15.023,15.283,15.546,15.812,16.082,16.355,16.631,16.911,17.194,17.48,17.77,18.063,18.36,18.66,18.963,19.27,19.58,19.894,20.21,20.531,20.854,21.181,21.511,21.845,22.182,22.523,22.866,23.214,23.564,23.918,24.231,24.472
garden,N5359231,N8342286,24.714,12.286,12.368,12.45,12.534,12.618,12.704,12.79,12.877,12.965,13.053,13.143,13.233,13.325,13.417,13.51,13.604,13.698,13.794,13.89,13.988,14.086,14.185,14.285,14.385,14.487,14.589,14.693,14.797,14.902,15.008,15.114,15.222,15.33,15.44,15.55,15.661,15.773,15.885,15.999,16.113,16.229,16.345,16.462,16.58,16.698,16.818,16.938,17.06,17.182,17.305,17.429,17.553,17.679,17.805,17.933,18.061,18.19,18.32,18.45,18.582,18.714,18.848,18.982,19.117,19.253,19.389,19.527,19.665,19.805,19.945,20.086,20.228,20.37,20.514,20.658,20.804,20.95,21.097,21.245,21.393,21.543,21.693,21.845,21.997,22.15,22.304,22.458,22.614,22.77,22.928,23.086,23.245,23.405,23.565,23.727,23.889,24.053,24.217,24.382,24.548
garden,N4984823,N3931278,24.714,12.286,12.368,12.45,12.534,12.618,12.704,12.79,12.877,12.965,13.053,13.143,13.233,13.325,13.417,13.51,13.604,13.698,13.794,13.89,13.988,14.086,14.185,14.285,14.385,14.487,14.589,14.693,14.797,14.902,15.008,15.114,15.222,15.33,15.44,15.55,15.661,15.773,15.885,15.999,16.113,16.229,16.345,16.462,16.58,16.698,16.818,16.938,17.06,17.182,17.305,17.429,17.553,17.679,17.805,17.933,18.061,18.19,18.32,18.45,18.582,18.714,18.848,18.982,19.117,19.253,19.389,19.527,19.665,19.805,19.945,20.086,20.228,20.37,20.514,20.658,20.804,20.95,21.097,21.245,21.393,21.543,21.693,21.845,21.997,22.15,22.304,22.458,22.614,22.77,22.928,23.086,23.245,23.405,23.565,23.727,23.889,24.053,24.217,24.382,24.548
garden,N4984823,N5039419,30.714,7.0,7.039,7.082,7.13,7.181,7.236,7.296,7.359,7.427,7.499,7.574,7.654,7.738,7.826,7.918,8.014,8.114,8.218,8.326,8.438,8.554,8.675,8.799,8.927,9.06,9.196,9.337,9.482,9.63,9.783,9.94,10.101,10.266,10.435,10.608,10.785,10.966,11.151,11.341,11.534,11.731,11.933,12.138,12.348,12.562,12.779,13.001,13.227,13.457,13.691,13.929,14.171,14.417,14.667,14.921,15.179,15.442,15.708,15.978,16.253,16.531,16.814,17.101,17.391,17.686,17.985,18.288,18.595,18.906,19.221,19.54,19.863,20.19,20.522,20.857,21.196,21.54,21.887,22.239,22.595,22.954,23.318,23.686,24.058,24.434,24.814,25.198,25.586,25.978,26.374,26.774,27.179,27.587,27.999,28.416,28.836,29.261,29.69,30.122,30.421
lab,N3878758,N6463419,24.8,3.2,3.244,3.29,3.336,3.384,3.433,3.483,3.535,3.588,3.642,3.699,3.756,3.816,3.877,3.941,4.006,4.073,4.143,4.215,4.288,4.365,4.444,4.525,4.609,4.695,4.784,4.876,4.971,5.069,5.17,5.274,5.381,5.492,5.606,5.723,5.844,5.968,6.096,6.228,6.363,6.502,6.646,6.793,6.944,7.1,7.26,7.424,7.592,7.765,7.943,8.125,8.312,8.504,8.7,8.901,9.108,9.319,9.536,9.758,9.985,10.218,10.456,10.699,10.948,11.203,11.464,11.73,12.003,12.281,12.565,12.856,13.153,13.456,13.765,14.081,14.403,14.732,15.068,15.41,15.759,16.115,16.478,16.848,17.225,17.61,18.001,18.4,18.807,19.221,19.642,20.071,20.508,20.953,21.405,21.866,22.334,22.811,23.296,23.789,24.29
lab,N3878758,N8861539,25.6,3.6,3.639,3.678,3.719,3.761,3.805,3.85,3.896,3.945,3.994,4.046,4.1,4.155,4.213,4.273,4.335,4.399,4.466,4.535,4.607,4.682,4.759,4.839,4.922,5.008,5.097,5.189,5.285,5.383,5.486,5.591,5.701,5.814,5.931,6.051,6.176,6.304,6.437,6.574,6.715,6.861,7.011,7.165,7.324,7.488,7.657,7.83,8.009,8.192,8.381,8.575,8.774,8.979,9.189,9.404,9.626,9.852,10.085,10.324,10.569,10.819,11.076,11.339,11.609,11.884,12.167,12.456,12.751,13.053,13.363,13.679,14.002,14.332,14.669,15.014,15.366,15.725,16.092,16.466,16.848,17.238,17.636,18.042,18.449,18.821,19.199,19.583,19.973,20.369,20.771,21.179,21.593,22.013,22.439,22.872,23.311,23.756,24.207,24.665,25.129
lab,N3878758,N3706462,27.2,8.6,8.657,8.714,8.773,8.834,8.895,8.958,9.023,9.089,9.156,9.225,9.296,9.368,9.442,9.517,9.595,9.674,9.755,9.838,9.923,10.01,10.098,10.189,10.282,10.378,10.475,10.575,10.677,10.781,10.887,10.996,11.108,11.222,11.338,11.457,11.579,11.704,11.831,11.961,12.093,12.229,12.367,12.509,12.653,12.8,12.951,13.104,13.261,13.421,13.584,13.75,13.92,14.093,14.269,14.449,14.632,14.819,15.01,15.204,15.402,15.603,15.808,16.017,16.23,16.447,16.668,16.892,17.121,17.354,17.591,17.832,18.077,18.326,18.58,18.838,19.1,19.367,19.638,19.913,20.194,20.478,20.768,21.062,21.36,21.664,21.972,22.285,22.603,22.926,23.254,23.587,23.925,24.268,24.616,24.969,25.328,25.691,26.06,26.435,26.815
ikea,N9299941,N4612840,24.9,8.2,8.367,8.534,8.701,8.868,9.035,9.202,9.369,9.536,9.703,9.87,10.037,10.204,10.371,10.538,10.705,10.872,11.039,11.206,11.373,11.54,11.707,11.874,12.041,12.208,12.375,12.542,12.709,12.876,13.043,13.21,13.377,13.544,13.711,13.878,14.045,14.212,14.379,14.546,14.713,14.88,15.047,15.214,15.381,15.548,15.715,15.882,16.049,16.216,16.383,16.55,16.717,16.884,17.051,17.218,17.385,17.552,17.719,17.886,18.053,18.22,18.387,18.554,18.721,18.888,19.055,19.222,19.389,19.556,19.723,19.89,20.057,20.224,20.391,20.558,20.725,20.892,21.059,21.226,21.393,21.56,21.727,21.894,22.061,22.228,22.395,22.562,22.729,22.896,23.063,23.23,23.397,23.564,23.731,23.898,24.065,24.232,24.399,24.566,24.733
ikea,N9299941,N1515191,27.3,14.3,14.43,14.56,14.69,14.82,14.95,15.08,15.21,15.34,15.47,15.6,15.73,15.86,15.99,16.12,16.25,16.38,16.51,16.64,16.77,16.9,17.03,17.16,17.29,17.42,17.55,17.68,17.81,17.94,18.07,18.2,18.33,18.46,18.59,18.72,18.85,18.98,19.11,19.24,19.37,19.5,19.63,19.76,19.89,20.02,20.15,20.28,20.41,20.54,20.67,20.8,20.93,21.06,21.19,21.32,21.45,21.58,21.71,21.84,21.97,22.1,22.23,22.36,22.49,22.62,22.75,22.88,23.01,23.14,23.27,23.4,23.53,23.66,23.79,23.92,24.05,24.18,24.31,24.44,24.57,24.7,24.83,24.96,25.09,25.22,25.35,25.48,25.61,25.74,25.87,26.0,26.13,26.26,26.39,26.52,26.65,26.78,26.91,27.04,27.17
lab,N2601690,N1930098,25.25,10.75,10.785,10.822,10.859,10.896,10.935,10.975,11.016,11.058,11.101,11.146,11.191,11.238,11.287,11.337,11.388,11.441,11.496,11.552,11.61,11.67,11.732,11.795,11.861,11.928,11.998,12.07,12.144,12.22,12.299,12.379,12.463,12.548,12.637,12.728,12.821,12.917,13.016,13.118,13.222,13.33,13.44,13.554,13.671,13.79,13.913,14.04,14.169,14.302,14.438,14.578,14.721,14.868,15.019,15.173,15.331,15.493,15.659,15.829,16.002,16.18,16.362,16.548,16.738,16.932,17.131,17.334,17.542,17.754,17.971,18.192,18.418,18.648,18.884,19.124,19.369,19.619,19.874,20.114,20.316,20.522,20.73,20.941,21.155,21.372,21.592,21.815,22.04,22.269,22.5,22.735,22.972,23.213,23.456,23.703,23.953,24.206,24.462,24.722,24.984
